86400,69662,30677,31151,17671,14524,27605,11354,76644,7869,77267,27363,14041,73101,74496,29279,75820,76290,32433,51619,13663,57970,74212,8282,73010,76422,56895,17354,53695,76091,72985,73177,7569,50698,35158,26723,17401,74706,50701,12543,34850,68714,68651,32043,79153,11451,27788,30501,9948,70503,52865,32174,12801,59454,69609,16522,75913,69827,25958,31991,15658,12455,53112,12740,78997,35507,55072,27658,76957,9936,15751,34963,69079,68717,54083,55849,72580,12135,76758,27141,16996,72572,57399,29496,56538,13833,26837,60616,34186,31863,27156,52700,55130,52784,73513,9591,14176,68679,14381,73972,54669,78914,69004,34958,32667,30504,29009,33727,9173,33610,12075,25915,77758,78583,73307,16839,54027,58347,73726,33744,15396,15750,29529,57430,10354,60823,58128,75611,17234,32421,27812,74579,60457,8336,57490,68772,72863,10180,72363,55070,56116,9789,8405,31169,34641,30806,60002,57830,33273,53768,76525,13085,11965,14615,25623,52849,9546,77458,34742,13954,74332,9958,9527,75242,30375,59387,53953,13392,28782,30744,75540,54284,52779,17412,14934,71485,72126,55409,15997,33220,79081,34631,8308,11352,58618,16099,34149,78295,10185,73886,72731,33940,30612,78904,25520,71095,29884,73153,60986,68922,75701,68918,12595,75023,8559,16069,9170,68565,74529,14236,71406,60646,33721,73013,34524,9178,10175,34043,76831,9688,30857,60336,52631,60366,35300,9612,86400
86400,30153,10886,32947,68848,70449,76653,60917,15488,26315,29981,70399,72909,12862,53407,29235,72246,7690,13260,76020,72474,54419,10203,51589,58010,56744,10611,33292,31230,15045,59589,31515,69562,71662,25730,74156,8644,26564,74757,54860,33089,76971,60803,70258,59630,56212,69877,7973,29778,17908,53097,34165,11999,31391,7706,11743,68755,10072,70216,70452,32905,15899,26561,78102,71339,69940,10601,10770,7919,68728,58946,33223,29943,32201,11117,35950,72691,73341,70723,16421,60171,74787,8103,68729,74376,51320,74040,73294,16991,26288,68933,50508,26385,69356,52732,72536,70882,54340,9888,12324,73120,14754,69561,73363,59583,52310,51584,50444,32048,74851,78610,53075,71645,11261,31682,75079,12676,30524,70651,51765,14128,27120,35814,31027,7269,29352,33482,26915,72329,58013,12788,74121,9399,32513,13737,34137,11697,34145,54076,9552,55229,59797,17334,70259,8084,59221,58367,31573,71433,15687,11986,69410,52120,72739,16912,51202,52669,60238,14018,8521,70173,14232,54724,52728,12404,58327,57405,12864,9525,71171,10741,15108,26030,13419,60625,32494,71589,58343,58744,13025,60571,73804,53484,70052,10777,76154,56196,29610,71880,27468,35037,53489,54546,27825,29303,68311,72852,31908,12288,13332,27033,12740,59884,59450,16571,52498,56474,17674,12505,58972,33185,60728,13137,74454,51676,75620,52496,69372,69585,10799,27348,71681,52430,11963,50866,76385,86400
86400,26235,7791,8079,52246,68825,13386,54232,68537,59618,52284,29612,9490,55293,15295,70037,57743,78810,35009,12088,54990,72327,71767,28330,26397,12420,17666,71901,13093,15626,74706,74903,7522,60018,7834,11045,69544,35276,59483,29998,27493,50657,53328,17559,69129,60392,35136,25520,68898,27588,57671,17670,26282,69293,29804,29911,60855,74038,27431,30072,27208,58354,11714,54203,75590,12757,13476,16743,11052,60589,32188,58986,60464,78318,16721,8373,70338,8165,79024,58277,74962,73996,60387,50877,56874,15382,17827,58380,54743,25347,33696,34133,14045,8301,31889,35874,60749,7400,77799,32395,8807,33104,11655,25938,61087,29291,59809,16515,59893,12108,29854,9708,9892,72597,29117,71193,75284,13452,77515,56857,35055,78005,30235,75298,53715,68467,34820,59035,69537,50587,69376,55671,27407,51063,72483,54839,74247,78712,16906,70005,13489,57317,61234,52127,57202,60704,53901,76168,17727,9387,31486,77124,51820,60205,32950,52283,35387,73399,15771,27207,31567,35202,74390,29578,52286,53765,53610,25578,33156,52527,16719,10201,77469,53289,26762,73433,68740,13706,17029,11438,73720,26848,58371,76580,13190,73110,9552,26301,16252,35947,31826,25732,76064,73641,26207,25652,30929,69102,9205,25116,34268,16785,56674,74371,52590,58983,33778,58894,51494,68735,69896,25570,26937,56211,10582,53673,9807,35210,35561,26921,53295,12510,34112,33977,50472,7445,86400
86400,75336,71564,15286,15013,54783,53002,68554,11817,34581,76537,74509,73532,77843,79015,17976,77948,72934,15971,74571,60686,32319,72309,27129,35537,69891,52562,9971,35885,54202,59591,14728,59883,54192,12347,31674,27047,73224,8028,12846,30178,16833,54411,71630,33964,71409,73277,11145,16251,16955,78745,10194,33301,32774,33471,70427,25877,71014,60360,52201,59956,31243,17777,15512,51053,75038,55763,26578,58495,72675,34334,57016,27532,59262,15648,70529,17105,72260,53623,74007,11176,51229,13801,52191,29688,25258,74363,57313,8614,35467,26914,75533,60542,30752,53911,57229,78722,8032,34994,32075,56832,25925,54725,69594,14376,29612,28448,59376,73144,57683,53650,25817,28335,53208,78797,33330,16520,30078,56975,11282,73803,11501,17318,10108,30681,33868,69734,71273,10339,78607,71130,31155,9452,57725,15789,27280,71443,52212,53038,25184,59764,76517,71374,71646,28538,55500,27436,36061,11243,58865,60986,68928,10562,71998,30524,31163,31967,13306,70215,59970,58518,14418,78517,31796,57392,11139,26393,11901,58283,55868,56897,11802,15219,7356,60483,54823,53409,78567,72307,59272,74573,33092,31320,28354,10168,71126,13072,13172,25480,74615,74867,12956,56487,11014,27453,9451,25609,9263,9665,29747,72971,70957,31054,15571,71711,35029,72271,10961,70631,59331,75835,33757,54422,78183,32999,31605,53413,78490,35062,26385,55861,25869,26359,32902,55600,9511,86400
86400,69248,14535,8388,52737,68655,15933,27649,55253,72456,60164,72144,58922,15872,29991,12898,59701,59312,32394,79131,57112,15787,75381,35921,11521,70029,14513,70759,56236,72500,25756,33108,79233,15119,69860,11770,69596,52526,16656,78006,75772,16952,70612,51103,76410,8768,60579,69060,54141,9618,30483,77614,57942,14259,76373,11562,52496,34084,76374,35059,16304,60507,55313,34787,50656,35538,27016,10348,56113,29620,35061,28123,50882,78516,34016,77073,15170,31705,14167,7304,13847,54227,78675,7727,77190,7858,72423,7879,58175,29072,78064,50816,52205,73224,12280,55729,59315,74580,17440,69102,77171,31576,8957,59271,9326,50435,27860,59422,7654,58650,27026,57493,9139,11004,34945,17313,16653,53607,28442,7534,59246,58266,12061,9589,70045,54241,8942,12304,10062,29963,73124,35919,56870,79182,78690,7227,9018,68872,15874,8902,14989,52347,50591,10441,54244,52587,31412,69674,28518,75734,76588,60079,60739,61058,51189,68694,59993,55673,79067,8684,13275,27980,75884,14863,70169,68775,58935,50483,12404,68487,69830,29878,52055,54783,30005,31909,10061,53955,26450,12355,14086,74411,59811,57281,55885,17431,74909,60847,13846,7581,14058,55581,10879,35582,35039,59601,12084,52427,61092,33860,10853,77978,68785,72240,54836,74707,14059,78732,9202,59199,26237,33624,53066,27146,76349,77275,52176,29668,25139,10458,54582,11449,32208,9130,51671,76409,86400
86400,54283,8685,30562,31544,26002,13742,55157,52767,50399,69408,60377,15337,75796,68951,33137,56152,25680,27520,56772,33925,17748,17266,72926,54065,9478,74415,32536,26889,27011,26715,69052,13562,78106,72455,58630,16874,77545,14481,15674,71807,51028,11828,32261,69205,28667,12205,29758,7308,33014,29421,50479,13078,58395,58099,15108,78265,51633,11815,55241,8358,78979,70787,27003,33815,57200,50456,28651,34133,57857,28773,30318,53652,25462,13806,69362,29723,72971,57784,58865,71802,13166,14288,14615,17760,55101,15473,32999,14839,34739,26777,17695,31184,16095,26825,14514,25514,17697,72361,30728,25475,77030,28045,32956,13963,69036,54946,27330,73664,35110,12637,9064,58687,14907,32667,26642,76364,12430,75512,56344,17258,31621,13394,33501,76779,53455,8711,50456,26742,72666,11488,13689,31138,32682,8762,68841,58525,34524,32069,13527,60353,27473,53213,72396,12228,17751,68461,28260,53736,8727,16506,71612,58227,78938,11623,14895,76777,30827,55963,7395,11181,32864,17655,56611,27753,29277,78493,70217,78759,59526,77605,76846,72261,15783,55913,72046,7924,26931,75457,11373,55679,17317,75596,12488,15656,29655,52765,15755,56467,75063,76581,60388,56277,75872,34718,27154,11574,73053,78597,52638,35834,78202,8098,11966,7532,69230,26892,53812,68658,69954,56414,55133,50990,7187,55834,78534,34804,35816,11961,54641,35737,55617,27174,60329,51976,78216,86400
86400,79198,54235,25727,76338,29602,72573,72987,10231,10232,33143,10175,68905,59604,68379,77876,69484,50939,17044,56837,35198,31488,61019,16312,26490,60618,74565,29190,55600,11532,14720,16253,59053,72667,7348,72900,32037,33706,58450,72477,75636,71132,55111,11499,26111,69991,68786,8280,28055,15721,60814,33620,7661,55944,52174,69129,77693,28320,72218,72024,58848,10200,30417,30307,12017,53700,8003,7761,75472,75094,55389,54014,11592,34857,14325,55396,72593,27757,52679,10790,29812,7335,72120,73122,77763,55618,53913,13880,71218,59858,25616,76163,13501,55416,14785,68654,52123,59025,70188,33066,68539,54825,78611,26168,60793,8897,52281,56029,31104,58788,75787,77404,74974,32392,77880,53075,35057,28969,70800,15308,54127,7828,51011,26689,75202,7384,31722,72502,17394,28550,11368,11287,75424,52138,77635,17077,51973,32788,72930,7545,27337,8979,70590,78187,32760,27043,34607,16389,68990,57013,69869,52925,57936,33097,72699,50894,33944,13065,76763,74281,13087,11450,60721,68547,74897,14387,32033,9870,8183,68894,7457,54585,26235,78046,72223,31076,74734,72401,35112,72056,28327,12364,55766,58566,29096,57190,9559,71823,54207,73994,7464,27719,75208,74080,55110,58549,76105,8661,72646,14381,76205,16416,30926,28618,72282,60520,26971,59045,76761,15641,35128,17030,14536,30658,16869,51117,27279,75764,9353,16040,72668,34779,74356,10031,29069,33869,86400
86400,13466,60743,8963,13944,14295,51693,50871,77941,51265,35508,14748,73740,30808,76223,10112,77673,28671,75861,68403,28839,68726,35346,75936,8777,59414,73397,74975,25642,30424,71713,9247,72518,71395,58041,9666,17156,33045,27296,12184,27374,12939,55514,60213,60801,51188,54078,14767,33391,69857,13960,71103,28631,71979,33848,71817,15432,52075,9252,50970,60626,26727,60822,31550,50801,35396,74035,17790,76587,70163,71789,14148,12562,55145,77348,16583,59340,69333,76043,52605,34697,10715,75261,71974,70596,26497,75608,30511,77488,56698,29734,16342,55952,52711,13607,70225,58301,14144,12636,7473,70386,31821,33380,71698,31522,60591,25645,29442,13312,69541,51283,71988,35704,10438,31766,74433,25967,27385,58907,72107,72110,57688,74672,50776,51340,28928,77491,13277,56367,69851,30365,56290,51752,29750,17588,25172,57633,32889,26577,32695,13057,30680,57358,76526,78321,17358,11904,17702,28717,56333,59648,15458,53705,32245,9336,7815,53813,77869,76076,15186,50736,9572,7658,54937,60023,77877,25827,35036,52944,71534,50702,53701,8600,76519,12464,18027,27581,75376,12239,9228,14061,35169,7416,52341,74040,31261,78683,33052,52751,57565,17519,34962,17140,25189,30926,8920,29372,7372,31758,32409,78198,76042,50464,31696,29516,17172,54239,26364,16617,34522,14598,53725,11236,26985,60264,71406,25974,69624,75714,12958,69225,59117,13285,25487,71011,57120,86400
86400,56866,69169,51304,16182,76093,59739,57585,8929,73816,76087,15917,13352,54722,68562,8228,71516,33091,74745,58277,51190,75151,14973,27649,8919,51974,9045,77400,58333,57816,74527,11088,15585,30746,31834,16873,68442,73675,52567,9077,74946,69091,13355,52213,11375,78523,14471,57314,53480,34780,8707,51265,77242,8360,8892,51217,31042,12146,30009,78926,30177,33030,34568,30776,55051,56501,34177,14847,12683,57369,30280,9360,75164,34666,27635,25293,12203,60895,28573,73224,11888,32139,12325,8048,16071,52427,30494,59570,8160,54017,61110,51898,25686,60793,8818,35814,33412,52984,73955,12606,13639,50520,69175,33551,72872,30628,77543,53472,53527,34497,31532,76947,76579,56951,9132,76841,31754,58314,71477,35153,52949,57835,9215,35853,27811,26750,15653,30426,26599,33141,28553,26551,30664,51292,54383,9960,58185,7649,70670,25298,61164,53289,13361,35753,78966,17589,56634,31039,17103,35547,74194,27373,55921,58981,69369,12393,11637,15689,59967,17816,15861,31999,33562,76467,33021,33676,50646,74263,71381,25243,26600,33369,55617,17075,11623,31424,58055,59156,60705,56041,11597,50565,71754,11683,58933,17632,51728,60692,59291,33632,33471,74813,12129,68495,60100,71293,59067,13426,31412,54143,16244,74511,33922,59917,30942,51065,12328,12380,75699,27198,7445,69824,31439,52620,14993,73207,35415,31144,14501,29269,58523,27399,27756,75453,12984,31786,86400
86400,57393,73693,1899,17728,41155,17620,60521,71298,25750,7361,76550,16622,57272,69453,69333,14502,56093,73740,55321,52173,45088,41238,84333,60932,84380,60876,60765,41142,84535,60830,60829,17558,41127,17660,60848,61027,28859,12033,68706,84286,41081,17846,74335,31171,76727,60280,68774,9965,56665,74540,45131,84339,84538,17657,52406,14749,68708,84347,61029,61007,35205,11526,75992,11842,30762,73403,73281,14579,25374,60781,41257,17613,12430,15455,75588,52719,30260,58123,45180,41150,60778,60978,84326,17590,41369,61020,17665,84276,84295,84337,78279,31903,68758,84412,41111,84411,84498,61008,41254,41190,17682,60808,41185,17714,41332,84292,17705,60991,79161,35461,53449,9709,13430,14096,68516,26687,45314,84448,17624,17636,72404,54601,33695,32149,35401,14704,27805,28697,2092,84533,60795,60937,78101,30714,17645,34370,33184,31593,68486,57330,1928,84492,17567,17697,52789,74822,10985,75533,57091,27198,68707,60761,41147,84320,17677,60926,41260,41307,17671,84557,84468,84312,8020,31649,1982,60956,61030,61037,84286,17592,41223,17636,41266,17696,41151,60921,61027,84525,41126,17581,54337,16757,30948,28679,55009,60885,1880,61025,60946,84277,60829,41169,84373,60782,60917,41260,17633,60851,10024,8771,45283,17669,60848,84469,41349,17651,41362,84537,41249,41307,84322,60883,17569,17603,60925,41290,15720,50640,31888,28693,57492,76943,32169,15473,17753,86400
